51	0	26	18
51	0	26	18
51	0	26	18
51	0	26	18
46	0	26	16
46	0	26	16
46	0	34	17
46	0	34	17
51	0	30	18
51	0	30	18
54	0	26	19
54	0	26	19
51	0	26	18
51	0	26	18
51	0	34	19
51	0	34	19
54	0	26	19
54	0	26	19
54	0	24	18
54	0	24	18
51	0	24	17
51	0	24	17
46	0	24	16
46	0	24	16
46	0	34	17
46	0	34	17
51	0	30	18
51	0	30	18
47	0	30	17
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
57	0	40	21
55	0	38	20
56	0	40	21
56	0	40	21
61	0	40	22
67	0	46	25
67	0	40	24
67	0	40	24
57	0	40	21
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
52	0	35	19
51	0	34	19
51	0	30	18
51	0	30	18
54	0	24	18
54	0	24	18
47	0	26	17
55	0	34	20
48	0	35	18
55	0	42	21
55	0	34	20
55	0	34	20
53	0	40	20
59	0	46	22
62	0	52	24
75	0	65	29
89	0	62	33
93	2	66	36
92	10	71	41
96	14	75	45
97	23	81	51
99	25	83	53
108	25	91	57
112	29	95	61
118	36	93	67
116	34	91	65
116	40	99	69
116	40	99	69
113	47	110	73
114	48	111	74
113	48	108	74
114	49	109	75
121	46	109	75
117	42	105	71
114	43	107	71
118	47	111	75
120	38	99	69
118	36	97	67
116	34	91	65
112	30	87	61
102	18	91	51
99	15	88	48
103	7	80	44
95	0	72	36
95	3	72	38
93	1	70	36
78	3	66	32
84	9	72	38
86	0	62	32
84	0	60	31
83	0	59	31
84	0	60	31
79	3	62	32
85	9	68	38
92	5	72	38
95	8	75	41
95	18	82	48
98	21	85	51
97	38	98	62
110	51	111	75
117	54	113	79
118	55	114	80
127	49	120	80
127	49	120	80
139	87	138	108
149	97	148	118
131	129	148	131
152	150	169	152
151	136	154	142
151	136	154	142
159	121	156	136
152	114	149	129
149	133	156	140
151	135	158	142
155	124	156	136
152	121	153	133
154	133	158	142
149	128	153	137
171	115	160	136
160	104	149	125
174	114	152	136
161	101	139	123
157	112	145	129
153	108	141	125
133	130	149	133
151	148	167	151
163	120	152	136
152	109	141	125
161	105	150	126
160	104	149	125
164	121	146	136
168	125	150	140
143	131	146	136
154	142	157	147
168	93	156	122
157	82	145	111
149	109	152	125
163	123	166	139
178	124	155	143
168	114	145	133
157	136	165	145
172	151	180	160
185	145	160	158
172	132	147	145
156	154	161	155
169	167	174	168
186	164	161	170
181	159	156	165
187	159	170	168
183	155	166	164
198	151	169	167
186	139	157	155
173	172	174	172
180	179	181	179
193	164	167	173
173	144	147	153
175	152	160	159
170	147	155	154
161	172	166	168
168	179	173	175
175	164	168	167
169	158	162	161
155	165	172	162
168	178	185	175
210	141	162	164
177	108	129	131
147	163	171	159
163	179	187	175
193	138	174	158
172	117	153	137
161	159	170	160
181	179	190	180
193	192	192	192
200	199	199	199
208	224	197	216
212	228	201	220
199	241	214	225
211	253	226	237
223	244	219	234
219	240	215	230
215	246	225	234
230	255	240	245
227	255	228	243
227	255	228	243
230	255	230	244
225	255	225	242
211	255	226	238
214	255	229	239
204	255	227	236
208	255	231	238
206	255	221	236
211	255	226	238
218	252	214	237
218	252	214	237
209	242	202	227
203	236	196	221
200	213	195	207
189	202	184	196
186	186	186	186
180	180	180	180
177	177	170	176
172	172	165	171
178	143	155	154
159	124	136	135
160	85	148	114
141	66	129	95
122	88	137	103
138	104	153	119
143	81	124	104
126	64	107	87
139	32	124	74
136	29	121	71
107	132	146	126
161	186	200	180
185	181	169	180
190	186	174	185
185	217	180	203
209	241	204	227
224	232	216	227
231	239	223	234
211	255	234	239
211	255	234	239
223	255	228	242
223	255	228	242
211	255	224	238
211	255	224	238
211	255	230	238
211	255	230	238
223	255	234	243
223	255	234	243
219	255	230	241
219	255	230	241
215	255	234	240
215	255	234	240
211	255	230	238
211	255	230	238
211	255	234	239
211	255	234	239
207	255	228	237
207	255	228	237
195	255	228	233
195	255	228	233
219	255	228	241
219	255	228	241
218	255	226	240
208	253	216	235
212	212	201	210
189	189	178	187
188	170	174	175
170	152	156	157
171	82	134	114
131	42	94	74
110	15	85	51
89	0	64	33
83	0	59	31
83	0	59	31
89	0	64	33
91	0	66	34
104	26	97	57
127	49	120	80
131	115	138	122
168	152	175	159
177	190	186	185
198	211	207	206
202	243	223	228
219	255	240	242
211	255	230	238
211	255	230	238
207	255	224	237
207	255	224	237
219	255	230	241
219	255	230	241
226	255	234	243
226	255	234	243
227	255	242	245
227	255	242	245
226	255	242	244
226	255	242	244
226	255	242	244
226	255	242	244
227	255	242	245
227	255	242	245
223	255	242	243
223	255	242	243
219	255	238	242
219	255	238	242
211	255	238	239
211	255	238	239
223	255	230	242
223	255	230	242
223	255	230	242
223	255	230	242
223	255	226	242
211	255	214	237
216	219	196	215
188	191	168	187
193	133	164	154
158	98	129	119
144	70	128	98
117	43	101	71
99	11	85	45
83	0	69	32
86	0	62	32
98	12	74	44
110	28	85	59
130	48	105	79
94	121	134	114
152	179	192	172
166	165	176	166
180	179	190	180
184	232	205	214
205	253	226	235
223	255	236	243
231	255	244	246
226	255	228	243
226	255	228	243
226	255	238	244
226	255	238	244
215	255	234	240
215	255	234	240
235	255	242	247
235	255	242	247
234	255	238	246
234	255	238	246
223	255	230	242
223	255	230	242
216	255	238	241
216	255	238	241
223	255	242	243
223	255	242	243
216	255	244	242
216	255	244	242
216	255	252	242
216	255	252	242
223	255	238	243
223	255	238	243
235	255	244	247
234	255	243	247
243	255	244	250
226	238	227	233
222	229	220	225
209	216	207	212
180	232	185	211
177	229	182	208
219	129	166	160
150	60	97	91
145	45	144	86
133	33	132	74
124	76	130	96
140	92	146	112
165	59	128	98
138	32	101	71
126	75	146	98
150	99	170	122
173	142	170	154
177	146	174	158
184	166	201	175
195	177	212	186
189	232	207	216
207	250	225	234
209	250	226	235
219	255	236	242
207	255	230	237
207	255	230	237
197	255	234	235
197	255	234	235
219	255	224	240
219	255	224	240
200	255	228	235
200	255	228	235
197	255	238	235
197	255	238	235
211	255	228	238
211	255	228	238
219	255	220	240
219	255	220	240
227	255	224	243
227	255	224	243
231	255	234	245
231	255	234	245
242	255	230	248
227	249	215	238
218	251	222	237
209	242	213	228
204	236	212	223
199	231	207	218
203	206	192	203
186	189	175	186
188	170	174	175
172	154	158	159
163	157	161	159
162	156	160	158
165	126	166	142
152	113	153	129
146	113	142	126
149	116	145	129
147	102	139	119
142	97	134	114
142	102	145	118
148	108	151	124
147	121	148	131
158	132	159	142
152	151	153	151
160	159	161	159
159	157	164	158
167	165	172	166
175	168	181	171
179	172	185	175
170	193	187	185
181	204	198	196
184	197	191	192
187	200	194	195
187	201	186	195
191	205	190	199
184	204	184	195
187	207	187	198
176	204	193	194
174	202	191	192
172	195	187	187
172	195	187	187
176	188	177	183
174	186	175	181
172	173	173	172
172	173	173	172
165	164	166	164
163	162	164	162
169	145	164	154
165	141	160	150
172	117	157	138
160	105	145	126
149	106	142	122
150	107	143	123
147	92	132	113
144	89	129	110
146	78	127	103
141	73	122	98
129	66	125	91
133	70	129	95
125	62	121	87
128	65	124	90
127	50	125	81
126	49	124	80
127	52	115	81
132	57	120	86
131	55	110	83
131	55	110	83
134	48	110	80
133	47	109	79
125	51	105	79
127	53	107	81
120	46	104	74
115	41	99	69
114	36	103	66
116	38	105	68
112	43	99	70
112	43	99	70
104	34	95	61
102	32	93	59
98	20	91	51
92	14	85	45
92	8	81	41
95	11	84	44
98	7	71	41
93	2	66	36
86	0	62	32
84	0	60	31
83	0	59	31
84	0	60	31
75	1	55	29
68	0	48	25
66	0	45	24
66	0	45	24
83	0	53	30
83	0	53	30
83	0	59	31
83	0	59	31
83	0	59	31
84	0	60	31
81	0	64	31
83	0	66	32
89	0	64	33
91	0	66	34
93	2	66	36
89	0	62	33
89	0	66	34
93	1	70	36
92	6	64	38
92	6	64	38
82	8	66	36
84	10	68	38
83	7	62	35
83	7	62	35
76	2	60	30
75	1	59	29
61	0	52	24
61	0	52	24
68	0	52	26
68	0	52	26
73	0	48	27
67	0	42	24
57	0	40	21
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
55	0	38	20
48	0	35	18
55	0	42	21
55	0	38	20
55	0	38	20
55	0	34	20
48	0	27	17
48	0	27	17
55	0	34	20
59	0	34	21
67	0	42	24
78	0	43	28
81	0	46	29
79	0	48	29
86	0	55	31
75	1	59	29
68	0	52	26
68	0	58	26
68	0	58	26
83	0	55	31
83	0	55	31
76	1	53	29
66	0	43	24
63	0	52	24
69	0	58	27
69	0	52	26
66	0	49	25
56	0	40	21
56	0	40	21
57	0	40	21
55	0	38	20
55	0	38	20
55	0	38	20
52	0	35	19
51	0	34	19
51	0	34	19
51	0	34	19
47	0	31	17
46	0	30	17
43	0	34	16
44	0	35	17
55	0	38	20
55	0	38	20
59	0	38	21
67	0	46	25
76	0	48	28
84	0	56	31
83	0	59	31
83	0	59	31
77	1	56	29
83	7	62	35
82	8	66	36
87	13	71	41
92	8	81	41
95	11	84	44
98	11	78	44
99	12	79	45
96	13	79	45
99	16	82	48
99	15	84	47
99	15	84	47
96	13	79	45
96	13	79	45
92	14	81	44
91	13	80	43
88	9	85	41
85	6	82	38
87	3	72	35
83	0	68	32
84	0	64	32
83	0	63	31
76	1	53	29
66	0	43	24
56	0	40	21
56	0	40	21
55	0	34	20
55	0	34	20
52	0	31	19
51	0	30	18
51	0	34	19
51	0	34	19
51	0	36	19
51	0	36	19
47	0	34	17
55	0	42	21
52	0	35	19
51	0	34	19
59	0	38	21
67	0	46	25
78	0	40	27
78	0	40	27
65	0	45	24
68	0	48	25
69	0	58	27
69	0	58	27
77	1	60	30
83	7	66	36
83	7	62	35
83	7	62	35
79	3	62	32
85	9	68	38
93	2	62	36
93	2	62	36
97	3	64	38
97	3	64	38
92	5	72	38
92	5	72	38
85	9	64	37
83	7	62	35
86	0	58	32
84	0	56	31
76	2	60	30
68	0	52	26
62	0	53	24
59	0	50	23
56	0	40	21
56	0	40	21
56	0	40	21
56	0	40	21
